"customer_city","customer_state","customer_count","total_revenue","avg_revenue_per_customer"
major porto,MG,1,100.33,100.3300000000000000
nova esperanca do sudoeste,PR,1,100.33,100.3300000000000000
itamira,BA,2,100.20,50.1000000000000000
itarema,CE,1,99.95,99.9500000000000000
coronel pacheco,MG,1,99.90,99.9000000000000000
caridade,CE,1,99.90,99.9000000000000000
paraiso,SC,1,99.65,99.6500000000000000
querencia do norte,PR,1,99.43,99.4300000000000000
goncalves dias,MA,1,99.25,99.2500000000000000
filadelfia,BA,1,99.16,99.1600000000000000
barao do triunfo,RS,1,99.14,99.1400000000000000
pedro velho,RN,1,99.11,99.1100000000000000
carnaiba do sertao,BA,1,99.10,99.1000000000000000
capitao eneas,MG,1,98.84,98.8400000000000000
coronel freitas,SC,1,98.65,98.6500000000000000
arapoema,TO,1,98.57,98.5700000000000000
ponto belo,ES,1,98.56,98.5600000000000000
ouro verde de goias,GO,1,98.23,98.2300000000000000
ewbank da camara,MG,1,98.16,98.1600000000000000
tres forquilhas,RS,1,98.13,98.1300000000000000
antonio martins,RN,1,97.67,97.6700000000000000
rincao,SP,1,97.63,97.6300000000000000
anage,BA,1,97.38,97.3800000000000000
passa tres,RJ,2,97.37,48.6850000000000000
morada nova,PA,1,97.32,97.3200000000000000
pilar,PB,1,96.95,96.9500000000000000
teresina de goias,GO,1,96.80,96.8000000000000000
santa rita da floresta,RJ,1,96.80,96.8000000000000000
monte castelo,SC,1,96.65,96.6500000000000000
pirapo,PR,1,96.29,96.2900000000000000
campo azul,MG,1,96.22,96.2200000000000000
olaria,MG,1,96.22,96.2200000000000000
rio doce,MG,1,96.20,96.2000000000000000
ubirajara,SP,1,96.09,96.0900000000000000
pedra do indaia,MG,1,96.08,96.0800000000000000
itutinga,MG,1,96.01,96.0100000000000000
pedra branca,PB,1,95.84,95.8400000000000000
aracatu,BA,1,95.76,95.7600000000000000
ipiranga,RS,1,95.74,95.7400000000000000
boquira,BA,1,95.67,95.6700000000000000
fatima,TO,1,95.64,95.6400000000000000
perobal,PR,1,95.31,95.3100000000000000
santa salete,SP,1,95.00,95.0000000000000000
igarape-acu,PA,1,94.76,94.7600000000000000
divinopolis de goias,GO,1,94.30,94.3000000000000000
alagoa,MG,1,93.98,93.9800000000000000
palmeirinha,PR,2,93.80,46.9000000000000000
ilha dos valadares,PR,1,93.59,93.5900000000000000
iaras,SP,1,93.57,93.5700000000000000
taquarucu do sul,RS,1,93.29,93.2900000000000000
porto amazonas,PR,2,93.21,46.6050000000000000
dom cavati,MG,1,93.08,93.0800000000000000
itacoatiara,AM,1,92.98,92.9800000000000000
novo horizonte,SC,1,92.67,92.6700000000000000
mato rico,PR,1,92.65,92.6500000000000000
nacip raydan,MG,1,92.16,92.1600000000000000
campo florido,MG,1,92.02,92.0200000000000000
caetanos,BA,1,91.95,91.9500000000000000
ibirataia,BA,2,91.72,45.8600000000000000
sonora,MS,2,91.38,45.6900000000000000
sao francisco do gloria,MG,1,91.35,91.3500000000000000
lagoa dos tres cantos,RS,1,91.18,91.1800000000000000
nantes,SP,1,91.05,91.0500000000000000
riachuelo,SE,1,90.97,90.9700000000000000
santo andre,PB,1,90.90,90.9000000000000000
mae d'agua,PB,1,90.89,90.8900000000000000
macuco,RJ,1,90.88,90.8800000000000000
arraial d ajuda,BA,1,90.70,90.7000000000000000
inaja,PR,2,90.30,45.1500000000000000
felixlandia,MG,1,90.28,90.2800000000000000
salmourao,SP,2,90.27,45.1350000000000000
cassia dos coqueiros,SP,1,90.17,90.1700000000000000
alianca,PE,1,89.93,89.9300000000000000
onda verde,SP,1,89.49,89.4900000000000000
glaura,MG,1,89.36,89.3600000000000000
nova padua,RS,1,89.36,89.3600000000000000
frei gaspar,MG,1,89.19,89.1900000000000000
adrianopolis,PR,1,89.17,89.1700000000000000
salobro,BA,1,89.15,89.1500000000000000
suzanapolis,SP,1,88.94,88.9400000000000000
santo antonio do aventureiro,MG,1,88.92,88.9200000000000000
bom retiro,SC,1,88.37,88.3700000000000000
pedra branca,CE,2,88.15,44.0750000000000000
itanhanga,MT,1,88.05,88.0500000000000000
guatapara,SP,1,87.97,87.9700000000000000
pedra lavrada,PB,1,87.90,87.9000000000000000
alvorada do gurgueia,PI,1,87.85,87.8500000000000000
uruburetama,CE,1,87.80,87.8000000000000000
croata,CE,1,87.80,87.8000000000000000
paranapua,SP,2,87.80,43.9000000000000000
passagem franca,MA,1,87.66,87.6600000000000000
piratini,RS,1,87.64,87.6400000000000000
morro do pilar,MG,1,87.64,87.6400000000000000
matelandia,PR,2,87.60,43.8000000000000000
teodoro sampaio,BA,1,87.28,87.2800000000000000
termas de ibira,SP,1,87.15,87.1500000000000000
sao jorge,RS,1,87.02,87.0200000000000000
buriti do tocantins,TO,1,86.79,86.7900000000000000
ravena,MG,1,86.73,86.7300000000000000
vicosa,RN,1,86.58,86.5800000000000000
valao do barro,RJ,1,86.54,86.5400000000000000
ibipeba,BA,1,86.39,86.3900000000000000
anaurilandia,MS,1,86.24,86.2400000000000000
florida,PR,1,86.15,86.1500000000000000
formosa do oeste,PR,1,86.15,86.1500000000000000
vila reis,PR,1,86.15,86.1500000000000000
jacareacanga,PA,1,86.04,86.0400000000000000
cascalho rico,MG,1,85.92,85.9200000000000000
mocajuba,PA,1,85.60,85.6000000000000000
laranja da terra,ES,1,85.60,85.6000000000000000
sao thome das letras,MG,2,85.50,42.7500000000000000
moeda,MG,1,85.46,85.4600000000000000
terenos,MS,1,85.26,85.2600000000000000
matriz de camaragibe,AL,1,84.90,84.9000000000000000
pontalinda,SP,2,84.75,42.3750000000000000
bodo,RN,1,84.57,84.5700000000000000
mossamedes,GO,1,84.14,84.1400000000000000
murici,AL,1,84.05,84.0500000000000000
serra dos dourados,PR,1,83.33,83.3300000000000000
anhandui,MS,1,83.23,83.2300000000000000
bela vista do maranhao,MA,1,83.15,83.1500000000000000
planalto,SP,1,83.06,83.0600000000000000
pau d'arco,PA,1,83.05,83.0500000000000000
sao mateus de minas,MG,1,82.88,82.8800000000000000
dom macedo costa,BA,1,82.83,82.8300000000000000
sao francisco do brejao,MA,1,82.75,82.7500000000000000
lagoa salgada,RN,1,82.72,82.7200000000000000
brazabrantes,GO,2,82.70,41.3500000000000000
taperuaba,CE,1,82.42,82.4200000000000000
salinas da margarida,BA,1,82.12,82.1200000000000000
bertopolis,MG,1,82.12,82.1200000000000000
rainha do mar,RS,1,82.03,82.0300000000000000
paineiras,MG,1,81.98,81.9800000000000000
jacarau,PB,1,81.96,81.9600000000000000
pouso novo,RS,1,81.82,81.8200000000000000
iacri,SP,2,81.62,40.8100000000000000
amontada,CE,1,81.57,81.5700000000000000
humberto de campos,MA,1,81.57,81.5700000000000000
conselheiro mairinck,PR,1,81.55,81.5500000000000000
lamarao,BA,1,81.34,81.3400000000000000
angical do piaui,PI,1,80.92,80.9200000000000000
camacho,MG,1,80.90,80.9000000000000000
rubelita,MG,1,80.88,80.8800000000000000
castanheiras,RO,1,80.80,80.8000000000000000
nossa senhora das gracas,PR,2,80.75,40.3750000000000000
caem,BA,1,80.02,80.0200000000000000
santo inacio,PR,1,79.70,79.7000000000000000
candoi,PR,1,79.50,79.5000000000000000
tapera,RS,1,79.07,79.0700000000000000
garruchos,RS,1,79.04,79.0400000000000000
rosario,MA,1,79.04,79.0400000000000000
sao tome,RN,1,78.84,78.8400000000000000
cipo-guacu,SP,1,78.71,78.7100000000000000
cairu,BA,1,78.64,78.6400000000000000
berilo,MG,1,78.22,78.2200000000000000
lages,CE,1,78.10,78.1000000000000000
galvao,SC,1,78.02,78.0200000000000000
itaoca,SP,1,78.01,78.0100000000000000
jandaira,BA,1,77.98,77.9800000000000000
agua nova,RN,1,77.67,77.6700000000000000
novo machado,RS,1,77.66,77.6600000000000000
santa rita do itueto,MG,1,77.57,77.5700000000000000
sao miguel do cambui,PR,1,77.57,77.5700000000000000
mesquita,MG,1,77.57,77.5700000000000000
cerrito,RS,1,77.57,77.5700000000000000
padre paraiso,MG,1,77.57,77.5700000000000000
itacurussa,RJ,1,77.57,77.5700000000000000
pinhotiba,MG,1,77.57,77.5700000000000000
porto lucena,RS,1,77.56,77.5600000000000000
queixada,MG,1,77.29,77.2900000000000000
novo mundo,MT,1,77.13,77.1300000000000000
sao domingos,MG,1,77.06,77.0600000000000000
siriji,PE,1,77.03,77.0300000000000000
angelica,MS,1,76.86,76.8600000000000000
rio rufino,SC,1,76.66,76.6600000000000000
nova america da colina,PR,1,76.65,76.6500000000000000
maranhaozinho,MA,1,76.57,76.5700000000000000
guaratinga,BA,2,76.57,38.2850000000000000
itaguara,MG,2,76.47,38.2350000000000000
aribice,BA,1,76.15,76.1500000000000000
sento se,BA,1,76.08,76.0800000000000000
gloria de dourados,MS,1,76.00,76.0000000000000000
sebastiao leal,PI,1,75.89,75.8900000000000000
nova boa vista,RS,1,75.85,75.8500000000000000
sete de setembro,RS,1,75.73,75.7300000000000000
prata,PB,1,75.73,75.7300000000000000
pavao,MG,1,75.63,75.6300000000000000
juruti,PA,1,75.53,75.5300000000000000
jataizinho,PR,1,75.44,75.4400000000000000
guarapua,SP,1,75.17,75.1700000000000000
praia grande,ES,1,75.08,75.0800000000000000
brasilandia,MS,1,75.07,75.0700000000000000
hidrolandia,GO,1,74.50,74.5000000000000000
pedranopolis,SP,1,74.41,74.4100000000000000
tocos do moji,MG,1,74.36,74.3600000000000000
ponto dos volantes,MG,2,74.30,37.1500000000000000
jacuizinho,RS,1,74.26,74.2600000000000000
vera cruz,RN,1,74.14,74.1400000000000000
corumbatai,SP,2,74.13,37.0650000000000000
piacatu,SP,1,74.13,74.1300000000000000
lagoa dos patos,MG,1,74.05,74.0500000000000000
girau do ponciano,AL,1,74.05,74.0500000000000000
tamandare,PE,1,73.84,73.8400000000000000
varzea do poco,BA,1,73.83,73.8300000000000000
condeuba,BA,1,73.83,73.8300000000000000
sao joao do sobrado,ES,1,73.56,73.5600000000000000
guaraciaba,SC,1,73.38,73.3800000000000000
oleo,SP,1,73.34,73.3400000000000000
cocos,BA,1,73.27,73.2700000000000000
alto sao joao,PR,1,73.25,73.2500000000000000
chorrocho,BA,1,73.18,73.1800000000000000
alto paraiso,PR,1,73.15,73.1500000000000000
itaara,RS,1,73.15,73.1500000000000000
bocaiuva do sul,PR,2,72.70,36.3500000000000000
sao jose do xingu,MT,1,72.52,72.5200000000000000
bacaxa,RJ,1,72.51,72.5100000000000000
dores de guanhaes,MG,1,72.48,72.4800000000000000
anhumas,SP,1,72.42,72.4200000000000000
mutum parana,RO,1,72.27,72.2700000000000000
capistrano,CE,1,72.16,72.1600000000000000
piao,RJ,1,72.14,72.1400000000000000
santa cecilia do pavao,PR,1,72.14,72.1400000000000000
serra do salitre,MG,1,72.05,72.0500000000000000
tabuleiro do norte,CE,1,71.88,71.8800000000000000
jamaica,SP,1,71.85,71.8500000000000000
sarutaia,SP,1,71.82,71.8200000000000000
amargosa,BA,1,71.81,71.8100000000000000
pontao,RS,1,71.79,71.7900000000000000
cajuri,MG,1,71.53,71.5300000000000000
santana do itarare,PR,1,71.53,71.5300000000000000
barra do jacare,PR,1,71.43,71.4300000000000000
populina,SP,1,71.30,71.3000000000000000
novo cabrais,RS,1,71.15,71.1500000000000000
porto murtinho,MS,1,71.15,71.1500000000000000
jaguaracu,MG,1,71.04,71.0400000000000000
campo do tenente,PR,1,71.04,71.0400000000000000
palmares paulista,SP,1,70.93,70.9300000000000000
sao miguel do aleixo,SE,1,70.86,70.8600000000000000
santana de pirapama,MG,1,70.74,70.7400000000000000
presidente nereu,SC,1,70.61,70.6100000000000000
taiacu,SP,1,70.51,70.5100000000000000
itaicaba,CE,1,70.03,70.0300000000000000
juranda,PR,2,69.94,34.9700000000000000
pereiras,SP,1,69.69,69.6900000000000000
padre gonzales,RS,1,69.54,69.5400000000000000
canaa,MG,1,69.54,69.5400000000000000
balbinos,SP,1,69.29,69.2900000000000000
sao bentinho,PB,1,69.15,69.1500000000000000
pacotuba,ES,1,69.14,69.1400000000000000
monsenhor paulo,MG,1,69.12,69.1200000000000000
teixeira,PB,1,69.05,69.0500000000000000
gramado xavier,RS,1,68.97,68.9700000000000000
ceilandia,DF,1,68.84,68.8400000000000000
indiaroba,SE,1,68.80,68.8000000000000000
pratapolis,MG,1,68.62,68.6200000000000000
santa lucia,PR,1,68.49,68.4900000000000000
selbach,RS,1,68.13,68.1300000000000000
santa margarida,PR,1,68.13,68.1300000000000000
cerro grande,RS,1,68.02,68.0200000000000000
fenix,PR,1,67.92,67.9200000000000000
rio dos cedros,SC,1,67.82,67.8200000000000000
sao benedito,MG,1,67.76,67.7600000000000000
doce grande,PR,1,67.72,67.7200000000000000
tiradentes do sul,RS,1,67.70,67.7000000000000000
nova roma,GO,1,67.59,67.5900000000000000
calmon,SC,1,67.50,67.5000000000000000
ribeirao cascalheira,MT,1,67.39,67.3900000000000000
araguaia,ES,1,67.23,67.2300000000000000
vitorino,PR,1,67.23,67.2300000000000000
nova brescia,RS,1,66.82,66.8200000000000000
baixa grande,BA,1,66.24,66.2400000000000000
ribas do rio pardo,MS,1,66.13,66.1300000000000000
nova america,GO,1,66.11,66.1100000000000000
amparo da serra,MG,1,66.06,66.0600000000000000
ourem,PA,1,66.05,66.0500000000000000
quilometro 14 do mutum,ES,1,66.01,66.0100000000000000
santa terezinha,SC,1,66.01,66.0100000000000000
ibiajara,BA,1,65.80,65.8000000000000000
mansidao,BA,1,65.79,65.7900000000000000
apora,BA,1,65.70,65.7000000000000000
lebon regis,SC,1,65.67,65.6700000000000000
terezinha,PE,1,65.62,65.6200000000000000
machadinho,RS,1,65.60,65.6000000000000000
varzedo,BA,1,65.53,65.5300000000000000
cupira,PE,1,65.53,65.5300000000000000
jacutinga,RS,1,65.50,65.5000000000000000
bandeirantes d'oeste,SP,1,65.09,65.0900000000000000
igarape-miri,PA,1,65.03,65.0300000000000000
pureza,RJ,1,65.00,65.0000000000000000
pinto bandeira,RS,1,65.00,65.0000000000000000
almirante tamandare do sul,RS,1,65.00,65.0000000000000000
patis,MG,1,65.00,65.0000000000000000
sao benedito do sul,PE,1,64.83,64.8300000000000000
campo magro,PR,1,64.76,64.7600000000000000
marcos parente,PI,1,64.50,64.5000000000000000
unistalda,RS,1,64.47,64.4700000000000000
miradouro,MG,1,64.42,64.4200000000000000
palmeira d oeste,SP,1,64.42,64.4200000000000000
caparao,MG,1,64.42,64.4200000000000000
ulianopolis,PA,1,64.40,64.4000000000000000
arame,MA,1,64.14,64.1400000000000000
porto grande,AP,1,64.14,64.1400000000000000
elisiario,SP,1,64.10,64.1000000000000000
foz do jordao,PR,1,64.10,64.1000000000000000
baguari,MG,1,64.10,64.1000000000000000
vitoria das missoes,RS,1,64.00,64.0000000000000000
damianopolis,GO,2,63.84,31.9200000000000000
traipu,AL,1,63.79,63.7900000000000000
iomere,SC,1,63.79,63.7900000000000000
guaraquecaba,PR,1,63.37,63.3700000000000000
sao sebastiao da amoreira,PR,1,63.23,63.2300000000000000
pindoretama,CE,1,63.18,63.1800000000000000
sao rafael,RN,1,62.28,62.2800000000000000
santo amaro das brotas,SE,1,62.28,62.2800000000000000
formoso,GO,1,61.93,61.9300000000000000
ribeira do amparo,BA,1,61.79,61.7900000000000000
dias d avila,BA,1,61.79,61.7900000000000000
ubai,MG,1,61.73,61.7300000000000000
lagoa do mato,CE,1,61.62,61.6200000000000000
crominia,GO,1,61.00,61.0000000000000000
novo jardim,TO,1,60.98,60.9800000000000000
agrolandia,SC,1,60.91,60.9100000000000000
tuiuti,SP,1,60.85,60.8500000000000000
sao jorge do oeste,PR,1,60.53,60.5300000000000000
florania,RN,1,60.34,60.3400000000000000
segredo,RS,1,60.14,60.1400000000000000
bom jardim,MA,1,60.05,60.0500000000000000
belmonte,BA,1,60.05,60.0500000000000000
nobres,MT,1,59.91,59.9100000000000000
peri mirim,MA,1,59.83,59.8300000000000000
ponte alta do norte,SC,1,59.46,59.4600000000000000
sitio novo,MA,1,59.14,59.1400000000000000
queiroz,SP,1,58.90,58.9000000000000000
mutunopolis,GO,1,58.56,58.5600000000000000
mampituba,RS,1,58.55,58.5500000000000000
desterro de entre rios,MG,1,58.28,58.2800000000000000
alegria,RS,1,58.28,58.2800000000000000
malhador,SE,1,58.14,58.1400000000000000
cedro do abaete,MG,1,58.09,58.0900000000000000
santo antonio do taua,PA,1,57.74,57.7400000000000000
corrego danta,MG,1,57.62,57.6200000000000000
florinia,SP,1,57.61,57.6100000000000000
barao,RS,1,57.53,57.5300000000000000
natercia,MG,1,57.50,57.5000000000000000
ibiracu,ES,1,57.50,57.5000000000000000
mauriti,CE,1,57.28,57.2800000000000000
nova olinda,TO,1,56.79,56.7900000000000000
capela do alto alegre,BA,1,56.78,56.7800000000000000
igapora,BA,1,56.78,56.7800000000000000
itaju do colonia,BA,1,56.69,56.6900000000000000
agisse,SP,1,56.37,56.3700000000000000
vicosa,AL,1,56.05,56.0500000000000000
itatiba do sul,RS,1,55.95,55.9500000000000000
macieira,SC,1,55.56,55.5600000000000000
conceicao da ibitipoca,MG,1,55.09,55.0900000000000000
coimbra,MG,1,55.01,55.0100000000000000
inocencia,MS,1,54.82,54.8200000000000000
santana do sobrado,BA,1,54.82,54.8200000000000000
coreau,CE,1,54.81,54.8100000000000000
sao bras,AL,1,54.74,54.7400000000000000
combinado,TO,1,54.63,54.6300000000000000
ibicuitinga,CE,1,54.62,54.6200000000000000
jurema,PE,1,54.34,54.3400000000000000
virginia,MG,1,54.13,54.1300000000000000
acucena,MG,1,54.11,54.1100000000000000
santa maria,RN,1,53.98,53.9800000000000000
caxingo,PI,1,53.84,53.8400000000000000
jussiape,BA,1,53.79,53.7900000000000000
sanga puita,MS,1,53.69,53.6900000000000000
jandaia,GO,1,53.40,53.4000000000000000
paraiso das aguas,MS,1,53.34,53.3400000000000000
jaguarembe,RJ,1,53.31,53.3100000000000000
cacimbinhas,AL,1,53.30,53.3000000000000000
martinesia,MG,1,53.23,53.2300000000000000
joaima,MG,1,53.00,53.0000000000000000
gongogi,BA,1,52.13,52.1300000000000000
vermelho novo,MG,1,52.10,52.1000000000000000
igrapiuna,BA,1,52.05,52.0500000000000000
guabiju,RS,1,51.83,51.8300000000000000
sao joao do sabugi,RN,1,51.74,51.7400000000000000
antonio goncalves,BA,1,51.69,51.6900000000000000
alexandra,PR,1,51.31,51.3100000000000000
apiacas,MT,1,51.12,51.1200000000000000
divino das laranjeiras,MG,1,51.10,51.1000000000000000
boa esperanca do iguacu,PR,1,51.00,51.0000000000000000
acajutiba,BA,1,50.95,50.9500000000000000
simplicio mendes,PI,1,50.75,50.7500000000000000
morro agudo de goias,GO,1,50.68,50.6800000000000000
tome-acu,PA,1,50.62,50.6200000000000000
santa maria do salto,MG,1,50.48,50.4800000000000000
monte bonito,RS,1,50.34,50.3400000000000000
miravania,MG,1,50.10,50.1000000000000000
amapa do maranhao,MA,1,50.05,50.0500000000000000
vertentes,PE,1,49.62,49.6200000000000000
jamapara,RJ,1,49.60,49.6000000000000000
picada cafe,RS,1,49.60,49.6000000000000000
arvoredo,SC,1,49.40,49.4000000000000000
santa cruz do timbo,SC,1,49.31,49.3100000000000000
coqueiros do sul,RS,1,49.06,49.0600000000000000
prudencio thomaz,MS,1,49.04,49.0400000000000000
jardim de piranhas,RN,1,48.74,48.7400000000000000
gabriel monteiro,SP,1,48.72,48.7200000000000000
cabaceiras do paraguacu,BA,1,48.69,48.6900000000000000
guia lopes da laguna,MS,1,48.22,48.2200000000000000
buriti alegre,GO,1,48.22,48.2200000000000000
antonio carlos,MG,1,48.21,48.2100000000000000
bemposta,RJ,1,48.11,48.1100000000000000
colinas,RS,1,48.09,48.0900000000000000
dona emma,SC,1,47.81,47.8100000000000000
paraiso do sul,RS,1,47.29,47.2900000000000000
rosario do ivai,PR,1,47.23,47.2300000000000000
guinda,MG,1,47.11,47.1100000000000000
vila bela da santissima trindade,MT,1,46.78,46.7800000000000000
barao de juparana,RJ,1,46.72,46.7200000000000000
varzea grande,PI,1,46.65,46.6500000000000000
parisi,SP,1,46.34,46.3400000000000000
novo planalto,GO,1,46.29,46.2900000000000000
pirai do norte,BA,1,46.28,46.2800000000000000
turmalina,SP,1,46.23,46.2300000000000000
boa vista do sul,RS,1,46.22,46.2200000000000000
corumbatai do sul,PR,1,45.78,45.7800000000000000
rio grande do piaui,PI,1,45.70,45.7000000000000000
pium,TO,1,45.63,45.6300000000000000
centralina,MG,1,45.09,45.0900000000000000
santa rita de jacutinga,MG,1,45.09,45.0900000000000000
corrego do ouro,RJ,1,45.01,45.0100000000000000
marques de souza,RS,1,45.00,45.0000000000000000
sulina,PR,1,45.00,45.0000000000000000
santa luzia do norte,AL,1,44.95,44.9500000000000000
sao felix,BA,1,44.69,44.6900000000000000
jussara,PR,1,44.59,44.5900000000000000
senhora dos remedios,MG,1,44.51,44.5100000000000000
pescador,MG,1,44.42,44.4200000000000000
eldorado,MS,1,44.13,44.1300000000000000
